seed,noise_p,mode,train_size,test_r2,train_r2,generalization_gap,test_mse,test_rmse,test_mae
48,0.02,freeze_eval_calibrated,800,0.9252563224165797,0.9358904911306657,0.010634168714085956,40348.8877973229,200.87032582570006,134.40241105483142
49,0.02,freeze_eval_calibrated,800,0.8944385473696282,0.9174786886079539,0.02304014123832565,51665.804572285466,227.30113192037885,137.37631423459865
50,0.02,freeze_eval_calibrated,800,0.8915938402458014,0.9423820210606819,0.05078818081488057,54553.300528048916,233.5664798896642,132.88556431157517
51,0.02,freeze_eval_calibrated,800,0.8962909269639506,0.8933208461585432,-0.0029700808054073935,53842.006014471306,232.0388028207164,139.89717466577187
42,0.02,noise_aware,800,0.44988935598449264,0.4468169817997304,-0.00307237418476225,278174.1566928906,527.4221806986227,367.1865629929745
43,0.02,noise_aware,800,0.597862174363661,0.6021048777713094,0.004242703407648429,210410.5823955849,458.7053328615059,320.6927841827389
44,0.02,noise_aware,800,0.5879979026331684,0.5776024301785766,-0.010395472454591825,216948.91529039253,465.7777531080596,330.2466535293231
45,0.02,noise_aware,800,0.5773118219878154,0.5818697662695449,0.004557944281729509,213503.164752498,462.06402668082484,326.5735152707683
46,0.02,noise_aware,800,0.5669332395558707,0.5971366441660009,0.030203404610130158,233392.25325145348,483.1068755994407,341.48355959460866
47,0.02,noise_aware,800,0.5767358607186839,0.5713810407447291,-0.005354819973954816,222056.0570796431,471.2282430835859,340.62955650908566
48,0.02,noise_aware,800,0.5898102881611407,0.5956283759442147,0.005818087783074022,221432.75784270014,470.5664223493854,333.83114389317006
49,0.02,noise_aware,800,0.47632528975747723,0.4669875363924577,-0.009337753365019519,256306.39371339904,506.2671169584284,346.54188706176495
50,0.02,noise_aware,800,0.5910319973934774,0.585675173089174,-0.005356824304303398,205805.22733336114,453.6576102451728,322.48530130707746
51,0.02,noise_aware,800,0.4600307668524004,0.4336864921439576,-0.026344274708442805,280332.52875239466,529.4643791157198,367.4185146577519
