seed,train_size,noise_p,test_r2,test_mse,test_rmse,test_mae
49,800,0.0,0.8901369305299118,53771.18006161154,231.88613598404615,144.09357099031752
49,800,0.001,0.880926598648011,58279.06807564272,241.41057987512212,149.87876339309165
49,800,0.005,0.7953719909414714,100152.75900998714,316.46920704862765,193.10979355849327
49,800,0.01,0.6237986136487773,184127.31942126434,429.10059359230013,270.7246578305291
49,800,0.02,0.23246211741098488,375662.33938183135,612.9129949526534,397.5109510325485
49,800,0.05,-0.5054500544882741,736824.7250336624,858.3849515419422,564.6673761441727
50,800,0.0,0.8885037465405983,56108.33034316278,236.87197036197165,143.45049139729088
50,800,0.001,0.8814263926598566,59669.87162527153,244.27417306230214,149.70329665590506
50,800,0.005,0.8015951104457393,99843.41840564768,315.9800917868841,197.11223674947814
50,800,0.01,0.6321245277908264,185126.20719919627,430.26295122773035,274.04952316881264
50,800,0.02,0.23491863764233978,385012.3792203606,620.4936576794001,404.6859723920147
50,800,0.05,-0.5345058513140866,772210.3527935797,878.7550015752853,586.1388962798225
51,800,0.0,0.8819082825003878,61308.95569438961,247.60645325675503,161.39521159721025
51,800,0.001,0.8701042386251283,67437.18905643967,259.6867132843721,169.4255602611096
51,800,0.005,0.7822308160256716,113057.89715463594,336.2408320752195,217.7912840131033
51,800,0.01,0.6169900143394398,198844.95490929915,445.92034592435806,293.23078914073574
51,800,0.02,0.24077767831564456,394160.81557532266,627.8222802476213,419.72357964216
51,800,0.05,-0.5070778060623926,782420.3796526248,884.5452954216787,595.1646456203747
42,1600,0.0,0.8898786402315254,55685.00940804612,235.97671369871674,152.6251629165711
42,1600,0.001,0.8831338923429471,59095.62248456482,243.09591210994236,158.81018756911166
42,1600,0.005,0.8072396892085076,97473.00380679661,312.2066684214106,205.0085860273285
42,1600,0.01,0.6445162537142568,179757.27686206804,423.9779202530104,278.9786456790241
42,1600,0.02,0.25509477419228754,376675.8292343575,613.7392192408413,408.7380466894681
42,1600,0.05,-0.541573528830209,779526.6661852456,882.9080734624899,600.8220580011891
43,1600,0.0,0.9196108838784696,42061.9988050908,205.09022113472597,133.0515213879457
43,1600,0.001,0.909255047740342,47480.48315077172,217.90016785393195,141.93809828100711
43,1600,0.005,0.8276211431388153,90193.79265666739,300.32281407956236,194.17500109500338
43,1600,0.01,0.6695990021762458,172875.72057209717,415.78326153429646,269.33477073065893
43,1600,0.02,0.3006420523725186,365925.0726549458,604.9174097800011,399.698729227667
43,1600,0.05,-0.480989042082155,774897.925538061,880.2828667752548,597.1902511204833
44,1600,0.0,0.9273467962664352,38257.168696728375,195.59439842881076,134.7391155712234
44,1600,0.001,0.9157034863972099,44388.213811941176,210.68510581420125,142.7566153165327
44,1600,0.005,0.8359822172167062,86367.23038690888,293.8830216036797,190.2392218002095
44,1600,0.01,0.6887309696282433,163905.6668260576,404.85264828830947,263.18832055696066
44,1600,0.02,0.3438162846650452,345528.2052760705,587.8164724436281,394.0688456984366
44,1600,0.05,-0.42983062513076375,752909.2816605547,867.7034526037999,594.2227678636829
45,1600,0.0,0.8930149291316667,54039.011261396096,232.46292448774727,145.08835174427176
45,1600,0.001,0.8847412418123958,58218.116613110105,241.28430660345506,150.1729454269592
45,1600,0.005,0.7984410000672166,101809.05596266118,319.0753139349097,196.09460070225242
45,1600,0.01,0.6193662685326434,192261.12890597686,438.4759159930872,279.16289647274925
45,1600,0.02,0.20496439146778322,401578.81706278364,633.7024673005334,419.28452761232165
45,1600,0.05,-0.5856206482731292,800909.616387383,894.9355375597636,607.2036431470025
46,1600,0.0,0.9110071778852156,47960.816145932156,218.99958024145195,148.2206875105732
46,1600,0.001,0.8956032012216641,56262.466493911,237.19710473340731,158.94192361854238
46,1600,0.005,0.789834366608883,113264.36294225788,336.54771272771694,219.21429739165214
46,1600,0.01,0.5992380928150769,215982.2297128393,464.7388833666054,306.7272684331451
46,1600,0.02,0.17765710013876812,443184.46917310415,665.7210145196741,451.2296638344181
46,1600,0.05,-0.6325752579254509,879842.215687554,937.9990488734804,650.7214405699849
47,1600,0.0,0.911767315084272,46289.30329700133,215.14949058039002,150.08948186906724
47,1600,0.001,0.9008773057812886,52002.50293514485,228.04057300214112,156.91049666061278
47,1600,0.005,0.8270704347220927,90723.62587416559,301.2036285873156,195.19782119897658
47,1600,0.01,0.6910370864204656,162090.47733125178,402.6046166293325,258.9223428497647
47,1600,0.02,0.3710947821365991,329941.0462523097,574.4049497108374,378.5479599677285
47,1600,0.05,-0.35735963384552627,712108.3511647986,843.8651261693415,565.0535713829997
48,1600,0.0,0.9195156667268716,43447.866597885426,208.44151841196472,135.92401539171814
48,1600,0.001,0.9081373007946205,49590.25114679764,222.6886866160866,146.2331541804182
48,1600,0.005,0.8280829972293622,92805.97475957237,304.64073063130013,198.24344728100874
48,1600,0.01,0.6797565531927554,172877.05556944272,415.78486693173755,268.762071479138
48,1600,0.02,0.3372602466433422,357766.8748927725,598.1361675177087,389.6973616436051
48,1600,0.05,-0.399487938646657,755485.7298416694,869.1868210239209,576.487151464067
49,1600,0.0,0.8910195850304787,53339.175254981776,230.9527554608989,142.0449917831967
49,1600,0.001,0.8809240034057139,58280.33828629259,241.41321067061054,148.49220840868827
49,1600,0.005,0.7926712151164635,101474.6217969365,318.55081509381904,194.98502925668498
49,1600,0.01,0.6192074058527959,186374.43177930024,431.71105125917296,273.7092284143815
49,1600,0.02,0.22703375676248583,378319.1863029824,615.0765694634956,399.8098213400599
49,1600,0.05,-0.5076042878112808,737879.0890566669,858.9988876923339,565.3795391836284
50,1600,0.0,0.8883966213692187,56162.23901109864,236.98573588108343,141.87452535098365
50,1600,0.001,0.8833466164604798,58703.55618421138,242.28816765209848,145.7211494973564
50,1600,0.005,0.8040253612410672,98620.44175656552,314.0389175827823,193.6877362512786
50,1600,0.01,0.6256433382604802,188387.74031714737,434.0365656452776,284.97108040479753
50,1600,0.02,0.20494242839808108,400097.3260102997,632.5324703209312,426.4463400112952
50,1600,0.05,-0.5799991973970786,795103.9981963806,891.6860423918166,605.5388643163136
51,1600,0.0,0.8793237571288763,62650.7479457686,250.30131431090928,164.9298860501551
51,1600,0.001,0.8665473862749727,69283.77836654845,263.21811937355005,173.30529345991704
51,1600,0.005,0.7760784994892845,116251.95775374994,340.9574134019525,222.0754875917501
51,1600,0.01,0.6096015898511551,202680.75812390712,450.20079756027434,296.39016096686663
51,1600,0.02,0.23404749519695833,397654.8836384789,630.5988293982783,421.28167465208963
51,1600,0.05,-0.5091357409659589,783488.7851470669,885.1490186104636,595.3569610453957
42,2400,0.0,0.8888323367470726,56214.09313438149,237.09511410904588,150.44381254917732
42,2400,0.001,0.8803775525553352,60489.41935855583,245.9459683722338,157.48405895157097
42,2400,0.005,0.7978308154179876,102230.78401079861,319.73549069629195,208.94162587988612
42,2400,0.01,0.6281024483324057,188057.2370971384,433.65566651104467,286.902261271347
42,2400,0.02,0.23076731742060175,388977.48135755415,623.6805924169471,418.0346056361882
42,2400,0.05,-0.5601737371048758,788932.2236079297,888.2185674753313,605.9989978096992
43,2400,0.0,0.9201206838918528,41795.25613408865,204.43888117011562,133.03304707248628
43,2400,0.001,0.9098754998523392,47155.8439800414,217.15396376774106,141.81511410136176
43,2400,0.005,0.8289561356061299,89495.28452180867,299.15762487660027,193.61982975877717
43,2400,0.01,0.6720740495861197,171580.70146728112,414.2230093407187,268.29257675729883
43,2400,0.02,0.30501917120934097,363634.8326800986,603.0214197523158,398.2038571428778
43,2400,0.05,-0.4764055799843714,772499.7205747336,878.9196326028527,596.1482238070528
44,2400,0.0,0.9277138049853815,38063.91205073943,195.0997489766182,131.69528439902328
44,2400,0.001,0.9151391001862058,44685.403989041624,211.38922391891603,141.1498381870974
44,2400,0.005,0.8333357444434095,87760.78979153752,296.24447638991944,193.22074843184035
44,2400,0.01,0.6861202042705534,165280.42369270592,406.5469514000885,265.00630774527116
44,2400,0.02,0.3453506146251635,344720.2695333336,587.1288355491779,390.46676950459795
44,2400,0.05,-0.41812719327445413,746746.5779689258,864.1449982317353,586.9302046083042
45,2400,0.0,0.8916894894464367,54708.50140142314,233.89848524824427,145.62157478375187
45,2400,0.001,0.8829797003751562,59107.88522093352,243.12113281435145,150.78405102006442
45,2400,0.005,0.7958052545637297,103140.39200598998,321.1547788932775,197.57865681696615
45,2400,0.01,0.616811859578603,193551.38121046414,439.9447479064435,280.95915023882696
45,2400,0.02,0.20376151582565127,402186.39912861434,634.1816767525015,420.38459684359816
45,2400,0.05,-0.5849191070685469,800555.2623382894,894.7375382414049,607.3636491133227
46,2400,0.0,0.9105189419991198,48223.94064308188,219.59950055289715,147.21078695908906
46,2400,0.001,0.895025146716473,56573.99685318016,237.85288909992278,157.35234520401426
46,2400,0.005,0.7865283518658364,115046.07029234602,339.1844192947931,218.4370223726914
46,2400,0.01,0.5900201355019004,220950.05459390758,470.0532465518216,310.0153389308627
46,2400,0.02,0.1574466167855273,454076.48555477336,673.8519759967862,458.31801644852357
46,2400,0.05,-0.6555563413827377,892227.3889221732,944.5778892829184,656.9137257714594
47,2400,0.0,0.9057102226592433,49467.02126657143,222.41182807254526,158.51037374808612
47,2400,0.001,0.8971132891903982,53977.20999247945,232.3299593089093,164.81962260833686
47,2400,0.005,0.8398781431139093,84004.34833144333,289.8350364111339,195.25645826851
47,2400,0.01,0.7320600451670545,140568.70021005324,374.92492609861677,244.93881984547014
47,2400,0.02,0.4626400499157217,281913.8704990119,530.9556200842137,346.46790708972435
47,2400,0.05,-0.24695708532725225,654188.1251396544,808.818969324814,537.741624829573
48,2400,0.0,0.9233007109956164,41404.58572858333,203.48116799493593,131.60930654339325
48,2400,0.001,0.911592137700594,47725.22615493005,218.4610403594427,141.69109983875867
48,2400,0.005,0.8302135867726079,91655.81836906527,302.74711950581013,194.26569622978758
48,2400,0.01,0.6802967859154143,172585.4216785805,415.4340160345328,266.3979814926324
48,2400,0.02,0.3351712341933779,358894.5867163812,599.0781140355415,389.5592777331217
48,2400,0.05,-0.40430087531920744,758083.8979818391,870.6801352861102,577.6871284412238
49,2400,0.0,0.889837361513,53917.80057409988,232.20206841046846,144.32313384706242
49,2400,0.001,0.8802972406648784,58587.09989741387,242.04772235535262,150.31667194771134
49,2400,0.005,0.7936309180169604,101004.90656217042,317.8126910023739,194.94374459265424
49,2400,0.01,0.6211257512808994,185435.52029673866,430.6222477958363,272.52101607024196
49,2400,0.02,0.22911234020778326,377301.8482179528,614.2490115726299,398.83048463792187
49,2400,0.05,-0.50761743414688,737885.5233751516,859.0026329267865,565.2416658775651
50,2400,0.0,0.8886496598878264,56034.902276893874,236.7169243566963,141.44884947516357
50,2400,0.001,0.8805000909552222,60136.01501958734,245.22645660610794,147.65542926080434
50,2400,0.005,0.7950419510737177,103141.16895267087,321.1559885050734,197.8586740000094
50,2400,0.01,0.6178766908027351,192296.15524318544,438.5158551787899,281.76040902769944
50,2400,0.02,0.20966730607284234,397719.62282134837,630.6501588213139,415.9341944148927
50,2400,0.05,-0.5583582859803125,784213.6286187052,885.5583710962848,594.7023733888807
51,2400,0.0,0.8799730801128605,62313.64289810461,249.62700754947292,163.46000684371205
51,2400,0.001,0.8671408661812305,68975.66502846958,262.63218581976884,171.95614981980816
51,2400,0.005,0.7766931241436958,115932.86682591998,340.48915816207716,221.37468502176068
51,2400,0.01,0.6105294726792612,202199.03486335647,449.6654699477785,295.9747741763841
51,2400,0.02,0.23568297825489737,396805.79988848226,629.9252335702089,420.72891540190193
51,2400,0.05,-0.5074588076711193,782618.181930748,884.6570985024356,594.8843718416289
42,3200,0.0,0.8878428451108894,56714.44884362713,238.14795578301135,151.26071377182254
42,3200,0.001,0.878869946018218,61251.769954112504,247.49094923675997,158.27805166620627
42,3200,0.005,0.7947176047096649,103805.03961340517,322.1878948896205,209.66377127303747
42,3200,0.01,0.623811991231519,190226.79025676157,436.14996303652435,287.8523727140234
42,3200,0.02,0.22584559981352237,391466.2436815045,625.6726329970846,418.9950272857638
42,3200,0.05,-0.5629259637612283,790323.940597025,889.0016538775533,606.4664531727316
43,3200,0.0,0.9203645246403278,41667.67133448117,204.12660614060377,132.7834581420249
43,3200,0.001,0.910537344092818,46809.54720511368,216.3551413882131,141.34720117719613
43,3200,0.005,0.8317498871714655,88033.50983547904,296.7044149241447,192.25289225007756
43,3200,0.01,0.6778107599371234,168579.0823978006,410.58383114511537,266.0719375039645
43,3200,0.02,0.3152953120696378,358258.04729620024,598.5466124674002,395.1109368861263
43,3200,0.05,-0.46583187703906104,766967.2417752569,875.7666594334686,593.8506611362916
44,3200,0.0,0.9226561645672456,40727.12568401005,201.80962733232042,140.52066706392696
44,3200,0.001,0.9105861009532603,47082.88752424325,216.9859154973964,148.43124336755264
44,3200,0.005,0.8292999828954127,89885.91026010885,299.80979013385945,195.00988750699653
44,3200,0.01,0.680442416191384,168270.18994122045,410.20749620310505,267.45663941193754
44,3200,0.02,0.333496214197888,350962.4691011323,592.4208547148997,398.4310212445678
44,3200,0.05,-0.43978073579882504,758148.734882399,870.7173679687336,597.8626139264392
45,3200,0.0,0.8934719433786575,53808.169725849984,231.96588052092918,142.9661157183886
45,3200,0.001,0.8844700773341685,58355.08395045612,241.56796962854187,148.33147224851695
45,3200,0.005,0.7958560362389291,103114.74177745162,321.11484203856355,196.70904078844325
45,3200,0.01,0.6149082214869022,194512.92397002957,441.0361934921323,282.126474327522
45,3200,0.02,0.19881207741596096,404686.39988374786,636.1496678327734,422.7933788106106
45,3200,0.05,-0.5908882988108737,803570.3486224497,896.4208546338319,609.6861332818129
46,3200,0.0,0.9112414548110201,47834.557507328056,218.71112799153147,148.81701714974758
46,3200,0.001,0.8953480577431694,56399.9707237143,237.48678010304974,159.97201262200645
46,3200,0.005,0.7904890375683253,112911.54175088812,336.0231268095815,219.3250081252132
46,3200,0.01,0.6044369169463977,213180.43241714605,461.71466558595046,305.0897594161159
46,3200,0.02,0.19295715103395228,434938.8274396522,659.4989214848287,447.63791812605837
46,3200,0.05,-0.61341869017873,869518.185031435,932.4795896058181,647.5987336240987
47,3200,0.0,0.9061786557216824,49221.26834493814,221.85866750014102,157.8269816932285
47,3200,0.001,0.897545992089358,53750.20210139492,231.84089825006052,164.2264533434283
47,3200,0.005,0.8403331456898226,83765.64141396155,289.4229455553957,194.87140929394243
47,3200,0.01,0.732770461023596,140195.99643160816,374.42755832284587,244.61843355520892
47,3200,0.02,0.4640372193514102,281180.87682634225,530.2649119320854,345.9136535056052
47,3200,0.05,-0.2449525547074276,653136.4930158241,808.1686043245086,537.0652016754055
48,3200,0.0,0.9212009444812834,42538.10291995836,206.24767373223474,134.45893519765383
48,3200,0.001,0.9087386104815498,49265.64607150852,221.958658473844,144.87384368862905
48,3200,0.005,0.8248539426295559,94549.1156639465,307.48839923474594,197.66939580021995
48,3200,0.01,0.6728206357659348,176621.27264671918,420.26333726214943,269.4044191704672
48,3200,0.02,0.3259840916498504,363854.08289922663,603.2031854186669,391.54393345100436
48,3200,0.05,-0.4102753343046366,761309.0908415796,872.5302807591147,578.3739514931889
49,3200,0.0,0.8861597185159685,55717.77944552166,236.04613838299,146.2372963221776
49,3200,0.001,0.8765165333864673,60437.52236247192,245.8404408604734,152.14985126236792
49,3200,0.005,0.7895947069511823,102980.38233425152,320.9055660692901,196.71200912377697
49,3200,0.01,0.6169909180408606,187459.2655256611,432.9656632178366,274.6568469771512
49,3200,0.02,0.22510427765473673,379263.54703337455,615.8437683644892,400.8043364273715
49,3200,0.05,-0.5104357398523593,739264.9097721359,859.8051580283384,566.38396333256
50,3200,0.0,0.8878461625586346,56439.246747468904,237.569456680502,142.61366162958808
50,3200,0.001,0.8800548481205532,60360.07485366622,245.68287456325933,148.69503257246467
50,3200,0.005,0.7959212716208421,102698.66791604584,320.46632883353885,198.31710514547086
50,3200,0.01,0.6200112121996866,191221.9986868101,437.2893763708537,281.537797166974
50,3200,0.02,0.212842353120118,396121.841882023,629.3821111868552,415.82927643969657
50,3200,0.05,-0.5573063506163334,783684.2625183162,885.2594323238336,595.50669745902
51,3200,0.0,0.8803088319314344,62139.33267715854,249.27762169348162,163.10638181782852
51,3200,0.001,0.8679217880029291,68570.23861600799,261.85919616467163,171.41869033026998
51,3200,0.005,0.7786849304909758,114898.79289014553,338.96724456818174,220.2541870333185
51,3200,0.01,0.6131059969615615,200861.39648859412,448.1756312971446,295.13472611214553
51,3200,0.02,0.23784076738953863,395685.55368278216,629.0354152850077,420.7119822711085
51,3200,0.05,-0.5083797959742795,783096.325802893,884.927299727437,595.5846434138175
