model,train_size,split,metric,n_seeds,mean,std,ci95_t_lo,ci95_t_hi,ci95_norm_lo,ci95_norm_hi
dtr,800,test,mae,10,70.33779930678139,6.753685770179712,65.50650355032752,75.16909506323526,66.151898416678,74.52370019688479
dtr,800,train,r2,10,0.9685135123121675,0.012319897933828873,0.9597003882443493,0.9773266363799857,0.9608777007742811,0.9761493238500539
dtr,800,train,mse,10,16336.902211859784,6286.498346668009,11839.812205197659,20833.99221852191,12440.561766004113,20233.242657715455
dtr,800,train,rmse,10,125.71731563300982,24.314119397995253,108.32404240905862,143.11058885696102,110.64754521527239,140.78708605074726
dtr,800,train,mae,10,50.74641810519215,12.768031958800726,41.612718267809896,59.8801179425744,42.83285532482158,58.65998088556272
dtr,1600,test,r2,10,0.9410142061289472,0.015126718731293197,0.9301932034198408,0.9518352088380535,0.9316387410042233,0.950389671253671
dtr,1600,test,mse,10,30373.252067614067,7163.186411254424,25249.017199567992,35497.48693566014,25933.544714447034,34812.9594207811
dtr,1600,test,rmse,10,173.12214920811897,21.13379392704857,158.0039437730439,188.24035464319405,160.02352871838596,186.22076969785198
dtr,1600,test,mae,10,70.09670065462689,5.009016360539078,66.51346620899521,73.67993510025856,66.99213719763249,73.20126411162128
dtr,1600,train,r2,10,0.9644683216857036,0.005570293792088248,0.9604835735532478,0.9684530698181595,0.9610158812648903,0.9679207621065169
dtr,1600,train,mse,10,18373.769023295576,2933.2393619792783,16275.455988838712,20472.08205775244,16555.761838180617,20191.776208410534
dtr,1600,train,rmse,10,135.14272620951147,11.066093155651465,127.22652004850148,143.05893237052146,128.2840166446192,142.00143577440375
dtr,1600,train,mae,10,58.29976286357216,4.012095999804999,55.42968228269438,61.169843444449945,55.81308569376402,60.7864400333803
dtr,2400,test,r2,10,0.9449590237058022,0.01408988965824763,0.9348797238344101,0.9550383235771943,0.9362261800899009,0.9536918673217035
dtr,2400,test,mse,10,28325.32715858224,6607.887443093912,23598.32924228817,33052.32507487631,24229.791347324943,32420.862969839538
dtr,2400,test,rmse,10,167.20610700732874,20.20574555351275,152.75178738533734,181.66042662932014,154.68268628925156,179.72952772540592
dtr,2400,test,mae,10,68.50881493161218,4.1309997667819225,65.55367571988153,71.46395414334283,65.94844179770944,71.06918806551492
dtr,2400,train,r2,10,0.9588293907919988,0.004927605721472972,0.9553043940092426,0.962354387574755,0.9557752852446744,0.9618834963393232
dtr,2400,train,mse,10,21022.944077314474,2455.032537071871,19266.71959753743,22779.168557091518,19501.327106691264,22544.561047937685
dtr,2400,train,rmse,10,144.7651548877016,8.563099624048762,138.63948243512354,150.89082734027969,139.45778827958713,150.0725214958161
dtr,2400,train,mae,10,61.14037876693037,2.5625429918050187,59.30724594089592,62.97351159296482,59.55212735054275,62.72863018331799
dtr,3200,test,r2,10,0.9464660600966631,0.013915328190211022,0.9365116339769474,0.9564204862163789,0.9378414088114827,0.9550907113818435
dtr,3200,test,mse,10,27547.14260122725,6527.419766961854,22877.707792761663,32216.577409692836,23501.480255897695,31592.804946556804
dtr,3200,test,rmse,10,164.87237642186693,20.117490848442646,150.48119041263183,179.26356243110203,152.4036555315697,177.34109731216415
dtr,3200,test,mae,10,67.22562988121861,3.3249311422199517,64.84711742675464,69.60414233568258,65.16485407651595,69.28640568592127
dtr,3200,train,r2,10,0.9588033235691681,0.003934631952430486,0.9559886574295441,0.9616179897087921,0.9563646582311048,0.9612419889072313
dtr,3200,train,mse,10,21037.31945104991,1889.6760297870617,19685.52665309451,22389.11224900531,19866.10763512288,22208.531266976937
dtr,3200,train,rmse,10,144.91028289170703,6.525962108324254,140.2418908294144,149.57867495399967,140.86552399595985,148.9550417874542
dtr,3200,train,mae,10,60.738094894870606,2.455206089284931,58.9817462633194,62.49444352642181,59.21637035744789,62.25981943229332
qnn,800,test,r2,10,0.8978256082325642,0.015593363742029197,0.8866707877923911,0.9089804286727373,0.8881609188483364,0.907490297616792
qnn,800,test,mse,10,52693.323301150114,6685.650033737906,47910.6973786127,57475.94922368753,48549.590622512536,56837.05597978769
qnn,800,test,rmse,10,229.12649297049114,14.695937465601201,218.6136526147603,239.639333326222,220.01802393425302,238.23496200672926
qnn,800,test,mae,10,155.25745901697667,10.010260619731584,148.0965499520855,162.41836808186784,149.05314921279304,161.4617688211603
qnn,800,train,r2,10,0.9035900164272697,0.015498702213748407,0.8925029127650819,0.9146771200894575,0.8939839977880207,0.9131960350665186
qnn,800,train,mse,10,50130.77212933981,7994.545622797497,44411.818707974075,55849.72555070555,45175.79246679775,55085.75179188188
qnn,800,train,rmse,10,223.24253739040347,18.05982739040584,210.32331514603848,236.16175963476846,212.04914608955207,234.43592869125487
qnn,800,train,mae,10,153.11869847439434,11.64928653700375,144.78530090051763,161.45209604827104,145.898528548867,160.33886839992167
qnn,1600,test,r2,10,0.8992176034799311,0.014974699925794486,0.8885053484731756,0.9099298584866865,0.8899363588556721,0.90849884810419
qnn,1600,test,mse,10,51969.024978629095,6257.871698906789,47492.41324213775,56445.63671512044,48090.42718684736,55847.62277041083
qnn,1600,test,rmse,10,227.59450673108213,13.73420241847538,217.76965018302676,237.4193632791375,219.0821162994458,236.10689716271847
qnn,1600,test,mae,10,153.11934357576828,7.611708738577597,147.67425516338955,158.56443198814702,148.40164431224866,157.8370428392879
qnn,1600,train,r2,10,0.9031485328194716,0.009710665307467508,0.8962019413302049,0.9100951243087383,0.897129910701531,0.9091671549374122
qnn,1600,train,mse,10,50093.25728352824,5359.958136221249,46258.974215068716,53927.540351987765,46771.18185733789,53415.33270971859
qnn,1600,train,rmse,10,223.5263499568993,11.982772748780526,214.9543907183821,232.09830919541653,216.09948693397067,230.95321297982795
qnn,1600,train,mae,10,152.5576871791719,9.551623424295498,145.72486739937094,159.39050695897285,146.63763843034965,158.47773592799413
qnn,2400,test,r2,10,0.8981614647513041,0.014752409307928805,0.8876082268731713,0.9087147026294369,0.8890179947477262,0.9073049347548819
qnn,2400,test,mse,10,52529.0321587928,6256.28997901271,48053.55191655099,57004.512401034604,48651.41470914391,56406.64960844169
qnn,2400,test,rmse,10,228.82021240789445,13.757525310366987,218.97867166805722,238.66175314773167,220.2933665637247,237.3470582520642
qnn,2400,test,mae,10,154.1374587093654,8.375498130254444,148.1459882809435,160.1289291377873,148.94636657515755,159.32855084357325
qnn,2400,train,r2,10,0.8987601504514469,0.00820355276760443,0.8928916823256463,0.9046286185772474,0.8936756291988373,0.9038446717040565
qnn,2400,train,mse,10,51690.02811841047,3886.6701167545366,48909.6718091603,54470.38442766063,49281.089287839415,54098.96694898152
qnn,2400,train,rmse,10,227.20929312607632,8.561232748668203,221.0849561556943,233.33363009645834,221.90308359804862,232.515502654104
qnn,2400,train,mae,10,153.9085513182259,7.68296064887827,148.41249235974996,159.40461027670185,149.14669047465972,158.6704121617921
qnn,3200,test,r2,10,0.8970483681767231,0.01618170602704676,0.8854726730198881,0.908624063333558,0.8870190271669467,0.9070777091864994
qnn,3200,test,mse,10,53084.39325596214,6907.702859143288,48142.92031128068,58025.8662006436,48803.033339229114,57365.753172695164
qnn,3200,test,rmse,10,229.95923287203905,15.023850403995326,219.21181773127083,240.70664801280728,220.64752502555586,239.27094071852224
qnn,3200,test,mae,10,155.063056007844,9.547272015397727,148.23334903844878,161.89276297723924,149.14570424064013,160.9804077750479
qnn,3200,train,r2,10,0.8986652985121963,0.0076306980015297295,0.8932066259994255,0.9041239710249672,0.8939358297978318,0.9033947672265609
qnn,3200,train,mse,10,51753.500722412464,3592.86914765041,49183.31696539181,54323.68447943312,49526.65827297841,53980.343171846514
qnn,3200,train,rmse,10,227.3692841168407,7.937909227094989,221.69084593227004,233.04772230141137,222.44940741100268,232.28916082267872
qnn,3200,train,mae,10,154.52175470512933,8.404839917476751,148.50929442658443,160.53421498367422,149.31247667696215,159.7310327332965
rf,800,test,r2,10,0.9449542086296636,0.016671498089467416,0.9330281373384863,0.9568802799208409,0.9346212969327368,0.9552871203265905
rf,800,test,mse,10,28291.30493707196,7890.760581010902,22646.594862084716,33936.0150120592,23400.650727856748,33181.959146287176
rf,800,test,rmse,10,166.6935966687094,23.677222216993137,149.75593224158132,183.6312610958375,152.01857195984587,181.36862137757294
rf,800,test,mae,10,61.187196138027424,5.606001818033293,57.17690402261321,65.19748825344165,57.71262406012005,64.6617682159348
rf,800,train,r2,10,0.9811944312812562,0.0061829822209219145,0.9767713922500258,0.9856174703124865,0.9773622496159013,0.985026612946611
rf,800,train,mse,10,9766.650109737335,3168.1566223599484,7500.287390735451,12033.012828739218,7803.04237363584,11730.257845838829
rf,800,train,rmse,10,97.53271006388874,16.800151366075735,85.51460576281397,109.55081436496351,87.1200597052303,107.94536042254718
rf,800,train,mae,10,33.699444273716985,6.464206234758603,29.07522970206379,38.323658845370176,29.69296136162143,37.70592718581254
rf,1600,test,r2,10,0.9455441089201745,0.014295372569686951,0.9353178154290254,0.9557704024113236,0.9366839080165397,0.9544043098238093
rf,1600,test,mse,10,28023.244695739406,6693.197422909254,23235.219696236214,32811.2696952426,23874.83418278656,32171.655208692253
rf,1600,test,rmse,10,166.30856227059715,20.130320172602026,151.90819871572572,180.70892582546858,153.83188982891812,178.78523471227618
rf,1600,test,mae,10,57.91960126879327,4.099288117059281,54.98714720469143,60.85205533289511,55.37888285785481,60.46031967973173
rf,1600,train,r2,10,0.9830519160202789,0.004593019982523114,0.9797662674565197,0.986337564584038,0.9802051850518354,0.9858986469887223
rf,1600,train,mse,10,8765.851336728792,2418.862479616347,7035.501357341913,10496.201316115672,7266.652388034687,10265.050285422898
rf,1600,train,rmse,10,92.66362819290029,14.11474197255896,82.56655004683624,102.76070633896434,83.91538123604757,101.41187514975302
rf,1600,train,mae,10,31.332389347973514,4.274851873631789,28.27434453816938,34.39043415777765,28.682857392858683,33.98192130308834
rf,2400,test,r2,10,0.9473353804132081,0.014200861421065069,0.9371766961249168,0.9574940647014993,0.9385337570499864,0.9561370037764297
rf,2400,test,mse,10,27098.804780929728,6693.192795762634,22310.78309148783,31886.826470371627,22950.39713585937,31247.212426000086
rf,2400,test,rmse,10,163.4599562196694,20.53851378355343,148.76758854623077,178.15232389310805,150.73028740570422,176.1896250336346
rf,2400,test,mae,10,56.261076207797394,3.6604953469029144,53.642515582116914,58.879636833477875,53.99231937601301,58.52983303958178
rf,2400,train,r2,10,0.9798724535938188,0.0032453300976873394,0.9775508842962837,0.9821940228913539,0.9778610141210837,0.9818838930665539
rf,2400,train,mse,10,10277.955853137604,1634.468313079253,9108.727657786138,11447.18404848907,9264.920512231867,11290.991194043341
rf,2400,train,rmse,10,101.10265847444268,7.902763408229614,95.44936209411335,106.755954854772,96.2045649725437,106.00075197634166
rf,2400,train,mae,10,33.98043470451887,2.646198019232912,32.08745867689471,35.87341073214303,32.34033431770414,35.6205350913336
rf,3200,test,r2,10,0.9490521327866395,0.01455272029977093,0.9386417438195389,0.95946252175374,0.9400324290383237,0.9580718365349552
rf,3200,test,mse,10,26205.876529697776,6885.7193977463485,21280.12960594376,31131.623453451793,21938.141853131434,30473.61120626412
rf,3200,test,rmse,10,160.61054597928958,21.34710622939774,145.33974611560052,175.88134584297865,147.3797155842311,173.84137637434807
rf,3200,test,mae,10,54.08420376296008,3.608789317479784,51.50263140250775,56.66577612341241,51.847494071352344,56.320913454567815
rf,3200,train,r2,10,0.9800974420870808,0.0029097899634012905,0.9780159037418376,0.9821789804323241,0.978293968722715,0.9819009154514466
rf,3200,train,mse,10,10164.890871558275,1468.056452759115,9114.706549722245,11215.075193394305,9254.99677499552,11074.78496812103
rf,3200,train,rmse,10,100.57953021790972,7.352170707640739,95.32010412832369,105.83895630749575,96.02269133665888,105.13636909916056
rf,3200,train,mae,10,33.50462777709932,3.2184709283670756,31.20227237182612,35.80698318237253,31.50983548408076,35.499420070117885
svr,800,test,r2,10,0.9450656050329057,0.01744552106533621,0.9325858310605607,0.9575453790052507,0.9342529577406458,0.9558782523251657
svr,800,test,mse,10,28226.656379217457,8274.70828167739,22307.286665026884,34146.02609340803,23098.033292464395,33355.27946597052
svr,800,test,rmse,10,166.33770311305554,24.90927766226981,148.51867931461,184.15672691150107,150.89905655968573,181.77634966642535
svr,800,test,mae,10,67.04218319419782,6.252351214225024,62.56952057454788,71.51484581384776,63.167006971397754,70.91735941699788
svr,800,train,r2,10,0.9532061565335557,0.015282133402161573,0.9422739768663544,0.964138336200757,0.9437343661678803,0.962677946899231
svr,800,train,mse,10,24294.295507579554,7801.456592343722,18713.469657616104,29875.121357543005,19458.99146690524,29129.599548253867
svr,800,train,rmse,10,153.9343700883494,25.7877062243629,135.4869563516087,172.38178382509008,137.95127787595985,169.91746230073895
svr,800,train,mae,10,61.62540666799392,6.208549214570553,57.18407811129213,66.06673522469572,57.777378706984706,65.47343462900314
svr,1600,test,r2,10,0.9470171103279046,0.01810584837753341,0.9340649666525783,0.9599692540032309,0.9357951954478497,0.9582390252079594
svr,1600,test,mse,10,27207.57136721685,8637.937749956964,21028.362944440432,33386.77978999327,21853.820460437484,32561.322273996215
svr,1600,test,rmse,10,163.01315544315725,26.54728526991282,144.0223715905518,182.00393929576268,146.5592799116932,179.46703097462128
svr,1600,test,mae,10,59.93183320784326,6.621459714814474,55.19512627324418,64.66854014244234,55.82788536999647,64.03578104569006
svr,1600,train,r2,10,0.9545060405523136,0.007025685397318643,0.9494801679841645,0.9595319131204627,0.9501515556445208,0.9588605254601064
svr,1600,train,mse,10,23531.274381357183,3752.2065769200244,20847.107493928896,26215.44126878547,21205.67538480165,25856.873377912718
svr,1600,train,rmse,10,152.93771421234564,12.531292070478528,143.9733678889934,161.90206053569787,145.1708816387055,160.70454678598577
svr,1600,train,mae,10,56.49819143696427,3.2071979168898617,54.203900258302376,58.79248261562616,54.5103861004584,58.48599677347014
svr,2400,test,r2,10,0.9472347521020017,0.018628211883775003,0.9339089320850584,0.960560572118945,0.9356890789157212,0.9587804252882822
svr,2400,test,mse,10,27088.324924238288,8908.461384709793,20715.595551113147,33461.05429736343,21566.904812518143,32609.745035958433
svr,2400,test,rmse,10,162.51900585210853,27.404331796281106,142.91512784812738,182.1228838560897,145.53393714114756,179.5040745630695
svr,2400,test,mae,10,58.051219051163095,6.64464413049818,53.29792698469378,62.80451111763241,53.93290162764866,62.16953647467753
svr,2400,train,r2,10,0.9508318796553545,0.007233066090888613,0.9456576558758951,0.956006103434814,0.9463488612238912,0.9553148980868179
svr,2400,train,mse,10,25100.760224825714,3593.386502333987,22530.206374559322,27671.314075092105,22873.597121528845,27327.923328122582
svr,2400,train,rmse,10,158.06463386365084,11.369146668639178,149.93163627924642,166.19763144805526,151.01809323688633,165.11117449041535
svr,2400,train,mae,10,56.48578195064789,2.993128022445313,54.34462714933732,58.62693675195846,54.63065607128471,58.34090783001107
svr,3200,test,r2,10,0.9475145249901035,0.01874019973378276,0.9341085936912724,0.9609204562889345,0.9358994422907096,0.9591296076894973
svr,3200,test,mse,10,26941.713544624374,8968.066730118197,20526.345076028563,33357.082013220184,21383.350335921303,32500.076753327445
svr,3200,test,rmse,10,162.0235822785573,27.690197428130254,142.2152083206532,181.83195623646142,144.86133546906964,179.18582908804498
svr,3200,test,mae,10,57.06790206485071,6.848099467137785,52.16906681825967,61.966737311441754,52.8234840343912,61.31232009531023
svr,3200,train,r2,10,0.9516794208082814,0.00513564047587415,0.9480056049272824,0.9553532366892804,0.9484963763536324,0.9548624652629304
svr,3200,train,mse,10,24674.801261090128,2495.7064744707427,22889.48039930178,26460.122122878474,23127.97478612283,26221.627736057424
svr,3200,train,rmse,10,156.9012640372894,7.943872872355595,151.2185597178968,162.583968356682,151.97769109374443,161.82483698083436
svr,3200,train,mae,10,55.52732716538312,2.0635258756669472,54.05116967957561,57.00348465119063,54.24836407861282,56.80629025215342
xgboost,800,test,r2,10,0.9434271350939707,0.016331299962007016,0.9317444268826706,0.9551098433052708,0.9333050765064431,0.9535491936814983
xgboost,800,test,mse,10,29097.812748765828,7760.596527438256,23546.216428410913,34649.409069120746,24287.833573339565,33907.79192419209
xgboost,800,test,rmse,10,169.16766508722046,23.096749114776497,152.64524610249325,185.69008407194767,154.8524147234972,183.48291545094372
xgboost,800,test,mae,10,68.99259276495988,7.8980563907803445,63.34266358206942,74.64252194785034,64.09741664909293,73.88776888082683
xgboost,800,train,r2,10,0.9787779892412471,0.01198309942758549,0.9702057963107907,0.9873501821717036,0.971350923744418,0.9862050547380763
xgboost,800,train,mse,10,11031.554596525608,6180.085373765605,6610.5878449140855,15452.52134813713,7201.1683826476055,14861.94081040361
xgboost,800,train,rmse,10,99.45577503452425,35.591874990535395,73.99488146360017,124.91666860544834,77.39610772498546,121.51544234406305
xgboost,800,train,mae,10,48.45504134675406,15.330408665401928,37.48832763660627,59.421755056901844,38.95333021273914,57.95675248076898
xgboost,1600,test,r2,10,0.9460512640270956,0.01476320425841054,0.935490303906586,0.9566122241476052,0.9369011033668352,0.955201424687356
xgboost,1600,test,mse,10,27753.80159551325,6946.858748823753,22784.318214739447,32723.284976287054,23448.173052870807,32059.430138155694
xgboost,1600,test,rmse,10,165.3716719145518,21.239683082462395,150.17771794088404,180.56562588821956,152.20742185231836,178.53592197678523
xgboost,1600,test,mae,10,66.17012438843084,4.875638992321832,62.68230236425356,69.65794641260811,63.14822756167935,69.19202121518232
xgboost,1600,train,r2,10,0.9744393945059089,0.011966483283861212,0.9658790880486162,0.9829997009632016,0.9670226276124161,0.9818561613994017
xgboost,1600,train,mse,10,13256.92151823133,6282.574372551101,8762.638553552584,17751.204482910074,9363.013132040209,17150.829904422448
xgboost,1600,train,rmse,10,111.46386402430903,30.417986912016996,89.70414702107239,133.2235810275457,92.61094684353573,130.31678120508235
xgboost,1600,train,mae,10,50.06581650048348,12.334909117795064,41.24195407854826,58.889678922418696,42.420701105345856,57.7109318956211
xgboost,2400,test,r2,10,0.9483848305097686,0.015295436318689966,0.9374431345093592,0.959326526510178,0.9389047950625138,0.9578648659570235
xgboost,2400,test,mse,10,26531.703258939902,7205.014674022957,21377.546254257602,31685.860263622202,22066.070956299005,30997.3355615808
xgboost,2400,test,rmse,10,161.50323355401693,22.321111345703486,145.53567240392778,177.47079470410608,147.66871962643293,175.33774748160093
xgboost,2400,test,mae,10,67.15695310545982,4.322589605304299,64.06475877962838,70.24914743129126,64.47783354140088,69.83607266951876
xgboost,2400,train,r2,10,0.9614848752474149,0.005463834500629782,0.9575762835043086,0.9653934669905212,0.9580984177665902,0.9648713327282396
xgboost,2400,train,mse,10,19665.842822885035,2731.439130827464,17711.8889774091,21619.79666836097,17972.910418555883,21358.775227214188
xgboost,2400,train,rmse,10,139.93136696405833,9.721417503811926,132.97708381688236,146.8856501112343,133.9060806882371,145.95665323987956
xgboost,2400,train,mae,10,60.11244061012845,4.102524781706235,57.1776711756191,63.0472100446378,57.569716130520575,62.65516508973633
xgboost,3200,test,r2,10,0.9493379545516722,0.015530375716201937,0.9382281930307681,0.9604477160725764,0.9397123048329469,0.9589636042703976
xgboost,3200,test,mse,10,26032.83841151526,7322.278150961017,20794.796168787187,31270.88065424333,21494.52678839739,30571.150034633127
xgboost,3200,test,rmse,10,159.91934131842655,22.574387743533496,143.77059714803033,176.06808548882276,145.9278479376675,173.91083469918559
xgboost,3200,test,mae,10,63.36449089836354,7.11952201274707,58.27149165933476,68.45749013739233,58.95184652247993,67.77713527424714
xgboost,3200,train,r2,10,0.965639360752929,0.006493232335310897,0.9609943821597923,0.9702843393460657,0.9616148876079039,0.9696638338979541
xgboost,3200,train,mse,10,17548.14524331893,3260.2069752469847,15215.933668682268,19880.35681795559,15527.485155776169,19568.80533086169
xgboost,3200,train,rmse,10,131.9129699505729,12.785130344713616,122.76703866474689,141.05890123639887,123.98880967555309,139.8371302255927
xgboost,3200,train,mae,10,55.35914690066429,6.393291648446082,50.785661568063816,59.93263223326477,51.39661649688317,59.321677304445416
